web-scraper-order,web-scraper-start-url,product_link,product_link-href,Name,Number_Reviews,Manufacturer,Price,Star_Rating,Review_Link,Review_Link_Href,Review_Count
1580712829-24,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Homestyle Babycakes Mini Potato Pancake, 3 Pound -- 6 per case.",https://www.amazon.com/McCain-Homestyle-Babycakes-Potato-Pancake/dp/B00B047WM4/ref=sr_1_26?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-26,"McCain Homestyle Babycakes Mini Potato Pancake, 3 Pound -- 6 per case.",null,McCain,null,null,null,,0
1580712746-2,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Brew City Beer Battered Black and Tan Onion Ring, 2 Pound -- 6 per case.",https://www.amazon.com/McCain-Battered-Black-Onion-Pound/dp/B00B04A4EM/ref=sr_1_48?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-48,"McCain Brew City Beer Battered Black and Tan Onion Ring, 2 Pound -- 6 per case.",null,McCain,null,null,null,,0
1580712910-46,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Ore Ida Smiles Fun Shaped Mashed Potato, 4 Pound -- 6 per case.",https://www.amazon.com/McCain-Smiles-Shaped-Mashed-Potato/dp/B00B0468T2/ref=sr_1_3?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-3,"McCain Ore Ida Smiles Fun Shaped Mashed Potato, 4 Pound -- 6 per case.",3 ratings,McCain,null,4.3 out of 5 stars,See all 3 customer reviews,https://www.amazon.com/McCain-Smiles-Shaped-Mashed-Potato/product-reviews/B00B0468T2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,3
1580712857-31,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Golden Crisp Fryersaver Battered Natural Onion Ring, 2.5 Pound -- 6 per case.",https://www.amazon.com/McCain-Golden-Fryersaver-Battered-Natural/dp/B00B04C0YE/ref=sr_1_19?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-19,"McCain Golden Crisp Fryersaver Battered Natural Onion Ring, 2.5 Pound -- 6 per case.",null,McCain,null,null,null,,0
1580712864-33,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Brew City Beer Battered Spicy Pub Pickle - Appetizer, 2.5 Pound -- 6 per case.",https://www.amazon.com/McCain-Brew-Battered-Spicy-Pickle/dp/B00B04C1TS/ref=sr_1_16?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-16,"McCain Brew City Beer Battered Spicy Pub Pickle - Appetizer, 2.5 Pound -- 6 per case.",1 rating,McCain,null,5.0 out of 5 stars,null,,0
1580712871-35,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Moores Battered Onion Straw, 2 Pound -- 9 per case.",https://www.amazon.com/McCain-Moores-Battered-Onion-Straw/dp/B00B04CBI4/ref=sr_1_14?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-14,"McCain Moores Battered Onion Straw, 2 Pound -- 9 per case.",null,McCain,null,null,null,,0
1580712884-39,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Golden Crisp Fryersaver Battered Zucchini Stick - Appetizer, 2 Pound -- 6 per case.",https://www.amazon.com/McCain-Golden-Fryersaver-Battered-Zucchini/dp/B073XZGCKB/ref=sr_1_10?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-10,"McCain Golden Crisp Fryersaver Battered Zucchini Stick - Appetizer, 2 Pound -- 6 per case.",1 rating,McCain,null,5.0 out of 5 stars,null,,0
1580712853-30,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Brew City Beer Battered King Onion Ring, 2.5lb - 4 per case.",https://www.amazon.com/McCain-Brew-Battered-Onion-2-5lb/dp/B00B048XV8/ref=sr_1_20?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-20,"McCain Brew City Beer Battered King Onion Ring, 2.5lb - 4 per case.",null,McCain,null,null,null,,0
1580712790-13,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Poppers Breaded Original Cheddar Cheese Stuffed Jalapeno - Appetizer, 3 Pound -- 4 per case.",https://www.amazon.com/McCain-Poppers-Breaded-Original-Jalapeno/dp/B073Y15B2P/ref=sr_1_37?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-37,"McCain Poppers Breaded Original Cheddar Cheese Stuffed Jalapeno - Appetizer, 3 Pound -- 4 per case.",null,McCain,null,null,null,,0
1580712776-10,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Route 66 Crinkled Cut Wedge Fry - Appetizer, 5 Pound -- 6 per case.",https://www.amazon.com/McCain-Route-Crinkled-Cut-Wedge/dp/B00B04DAPM/ref=sr_1_40?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-40,"McCain Route 66 Crinkled Cut Wedge Fry - Appetizer, 5 Pound -- 6 per case.",1 rating,McCain,null,5.0 out of 5 stars,See all 1 customer reviews,https://www.amazon.com/McCain-Route-Crinkled-Cut-Wedge/product-reviews/B00B04DAPM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,1
1580712757-5,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Redstone Canyon Seasoned Cube - Appetizer, 5 Pound -- 6 per case.",https://www.amazon.com/McCain-Redstone-Canyon-Seasoned-Cube/dp/B00B04D3MM/ref=sr_1_45?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-45,"McCain Redstone Canyon Seasoned Cube - Appetizer, 5 Pound -- 6 per case.",null,McCain,null,null,null,,0
1580712815-20,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Grabitizer Battered French Toast Stick, 2 Pound -- 5 per case.",https://www.amazon.com/McCain-Grabitizer-Battered-French-Toast/dp/B00B046I8I/ref=sr_1_30?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-30,"McCain Grabitizer Battered French Toast Stick, 2 Pound -- 5 per case.",null,McCain,null,null,null,,0
1580712794-14,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"Mccain Harvest Splendor Ridge Wedge Sweet Potato, 2.5 Pound -- 6 per case.",https://www.amazon.com/Mccain-Harvest-Splendor-Ridge-Potato/dp/B00B046CY8/ref=sr_1_36?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-36,"Mccain Harvest Splendor Ridge Wedge Sweet Potato, 2.5 Pound -- 6 per case.",null,McCain,null,null,null,,0
1580712742-1,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,Borrego Moon: Love on the Faultline - Book 1 (Volume 1),https://www.amazon.com/Borrego-Moon-Love-Faultline-Book/dp/0999671464/ref=sr_1_49?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-49,Borrego Moon: Love on the Faultline - Book 1 (Volume 1),12 ratings,null,null,4.9 out of 5 stars,See all 12 customer reviews,https://www.amazon.com/Borrego-Moon-Love-Faultline-Book/product-reviews/0999671464/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,12
1580712761-6,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Brew City Wide Mouth Waffle Cut French Fry, 4 Pound -- 6 per case.",https://www.amazon.com/McCain-Mouth-Waffle-French-Pound/dp/B00B043Q9C/ref=sr_1_44?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-44,"McCain Brew City Wide Mouth Waffle Cut French Fry, 4 Pound -- 6 per case.",null,McCain,null,null,null,,0
1580712754-4,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Anchor Wrappetizers Sante Fe Brand Chicken Egg Roll - Appetizer, 15 Pound -- 1 each.",https://www.amazon.com/McCain-Anchor-Wrappetizers-Sante-Chicken/dp/B073XZVSQP/ref=sr_1_46?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-46,"McCain Anchor Wrappetizers Sante Fe Brand Chicken Egg Roll - Appetizer, 15 Pound -- 1 each.",null,McCain,null,null,null,,0
1580712877-37,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,From the Ground Up: The First Fifty Years of McCain Foods,https://www.amazon.com/Ground-Up-First-Fifty-McCain/dp/097837200X/ref=sr_1_12?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-12,From the Ground Up: The First Fifty Years of McCain Foods,1 rating,null,null,5.0 out of 5 stars,See more recommendations,https://www.amazon.com/gp/profile/follow/recommendations/?ref_=dbs_p_pbk_r00_abau_000000,0
1580712772-9,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Moores Breaded Onion Ring, 2 Pound -- 12 per case.",https://www.amazon.com/McCain-Moores-Breaded-Onion-Pound/dp/B00B04C85U/ref=sr_1_41?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-41,"McCain Moores Breaded Onion Ring, 2 Pound -- 12 per case.",null,McCain,null,null,null,,0
1580712867-34,https://www.amazon.com/s?k=mccain+foods&crid=1NWSH2KASS4HN&sprefix=mccain%2Caps%2C373&ref=nb_sb_ss_i_1_6,"McCain Golden Crisp Fryersaver Battered Whole Mushroom - Appetizer, 2 Pound -- 6 per case.",https://www.amazon.com/McCain-Golden-Fryersaver-Battered-Mushroom/dp/B073XZTLS5/ref=sr_1_15?crid=1NWSH2KASS4HN&keywords=mccain+foods&qid=1580712734&sprefix=mccain%2Caps%2C373&sr=8-15,"McCain Golden Crisp Fryersaver Battered Whole Mushroom - Appetizer, 2 Pound -- 6 per case.",null,McCain,null,null,null,,0
