review,date,source,review_id,sentences,sentence_id,sentence,sent_len,emoji_desc,sentiment_new
"track 2.  Like most people that don't have much opera background, I was steered to buying this for the ""Flower Duet"" track 2.  I recommend reading about the play on any website that describes the story.  It gave me more appreciation for the CD since I understood what all the singing was about. ha Its a wonderful story, read it, listen and enjoy. ","Reviewed in the United States on September 14, 2007",Amazon,2,"['track 2.', 'Like most people that don\'t have much opera background, I was steered to buying this for the ""Flower Duet"" track 2.', 'I recommend reading about the play on any website that describes the story.', 'It gave me more appreciation for the CD since I understood what all the singing was about.', 'ha Its a wonderful story, read it, listen and enjoy.']",1,"Like most people that dont have much opera background, I was steered to buying this for the Flower Duet track ., ",115,,Positive
"track 2.  Like most people that don't have much opera background, I was steered to buying this for the ""Flower Duet"" track 2.  I recommend reading about the play on any website that describes the story.  It gave me more appreciation for the CD since I understood what all the singing was about. ha Its a wonderful story, read it, listen and enjoy. ","Reviewed in the United States on September 14, 2007",Amazon,2,"['track 2.', 'Like most people that don\'t have much opera background, I was steered to buying this for the ""Flower Duet"" track 2.', 'I recommend reading about the play on any website that describes the story.', 'It gave me more appreciation for the CD since I understood what all the singing was about.', 'ha Its a wonderful story, read it, listen and enjoy.']",2,"I recommend reading about the play on any website that describes the story., ",75,,Positive
"track 2.  Like most people that don't have much opera background, I was steered to buying this for the ""Flower Duet"" track 2.  I recommend reading about the play on any website that describes the story.  It gave me more appreciation for the CD since I understood what all the singing was about. ha Its a wonderful story, read it, listen and enjoy. ","Reviewed in the United States on September 14, 2007",Amazon,2,"['track 2.', 'Like most people that don\'t have much opera background, I was steered to buying this for the ""Flower Duet"" track 2.', 'I recommend reading about the play on any website that describes the story.', 'It gave me more appreciation for the CD since I understood what all the singing was about.', 'ha Its a wonderful story, read it, listen and enjoy.']",3,"It gave me more appreciation for the CD since I understood what all the singing was about., ",90,,Positive
"track 2.  Like most people that don't have much opera background, I was steered to buying this for the ""Flower Duet"" track 2.  I recommend reading about the play on any website that describes the story.  It gave me more appreciation for the CD since I understood what all the singing was about. ha Its a wonderful story, read it, listen and enjoy. ","Reviewed in the United States on September 14, 2007",Amazon,2,"['track 2.', 'Like most people that don\'t have much opera background, I was steered to buying this for the ""Flower Duet"" track 2.', 'I recommend reading about the play on any website that describes the story.', 'It gave me more appreciation for the CD since I understood what all the singing was about.', 'ha Its a wonderful story, read it, listen and enjoy.']",4,"ha Its a wonderful story, read it, listen and enjoy., ",52,,Positive
Beautiful music.  Lovely story.  The right voices for this remarkable music.  It adds enjoyment for the listener to learn the story and the words. ,"Reviewed in the United States on May 30, 2015",Amazon,3,"['Beautiful music.', 'Lovely story.', 'The right voices for this remarkable music.', 'It adds enjoyment for the listener to learn the story and the words.']",0,"Beautiful music., ",16,,Verypositive
Beautiful music.  Lovely story.  The right voices for this remarkable music.  It adds enjoyment for the listener to learn the story and the words. ,"Reviewed in the United States on May 30, 2015",Amazon,3,"['Beautiful music.', 'Lovely story.', 'The right voices for this remarkable music.', 'It adds enjoyment for the listener to learn the story and the words.']",1,"Lovely story., ",13,,Positive
Beautiful music.  Lovely story.  The right voices for this remarkable music.  It adds enjoyment for the listener to learn the story and the words. ,"Reviewed in the United States on May 30, 2015",Amazon,3,"['Beautiful music.', 'Lovely story.', 'The right voices for this remarkable music.', 'It adds enjoyment for the listener to learn the story and the words.']",2,"The right voices for this remarkable music., ",43,,Positive
Beautiful music.  Lovely story.  The right voices for this remarkable music.  It adds enjoyment for the listener to learn the story and the words. ,"Reviewed in the United States on May 30, 2015",Amazon,3,"['Beautiful music.', 'Lovely story.', 'The right voices for this remarkable music.', 'It adds enjoyment for the listener to learn the story and the words.']",3,"It adds enjoyment for the listener to learn the story and the words., ",68,,Positive
"A beautiful recording of one of my all-time favorite operas.  I simply adore Lakme.  The composing is tough to compare.  I picked this up several years ago, and am very happy with the beautiful recording. ","Reviewed in the United States on September 1, 2008",Amazon,4,"['A beautiful recording of one of my all-time favorite operas.', 'I simply adore Lakme.', 'The composing is tough to compare.', 'I picked this up several years ago, and am very happy with the beautiful recording.']",0,"A beautiful recording of one of my alltime favorite operas., ",60,,Positive
"A beautiful recording of one of my all-time favorite operas.  I simply adore Lakme.  The composing is tough to compare.  I picked this up several years ago, and am very happy with the beautiful recording. ","Reviewed in the United States on September 1, 2008",Amazon,4,"['A beautiful recording of one of my all-time favorite operas.', 'I simply adore Lakme.', 'The composing is tough to compare.', 'I picked this up several years ago, and am very happy with the beautiful recording.']",1,"I simply adore Lakme., ",21,,Negative
"A beautiful recording of one of my all-time favorite operas.  I simply adore Lakme.  The composing is tough to compare.  I picked this up several years ago, and am very happy with the beautiful recording. ","Reviewed in the United States on September 1, 2008",Amazon,4,"['A beautiful recording of one of my all-time favorite operas.', 'I simply adore Lakme.', 'The composing is tough to compare.', 'I picked this up several years ago, and am very happy with the beautiful recording.']",2,"The composing is tough to compare., ",34,,Negative
"A beautiful recording of one of my all-time favorite operas.  I simply adore Lakme.  The composing is tough to compare.  I picked this up several years ago, and am very happy with the beautiful recording. ","Reviewed in the United States on September 1, 2008",Amazon,4,"['A beautiful recording of one of my all-time favorite operas.', 'I simply adore Lakme.', 'The composing is tough to compare.', 'I picked this up several years ago, and am very happy with the beautiful recording.']",3,"I picked this up several years ago, and am very happy with the beautiful recording., ",83,,Positive
"Glorious performance.  So beautiful Soothing and uplifting.  An absolutely glorious performance of a timeless piece.  If you want to inspire or delight, this is what you need","Reviewed in the United States on December 7, 2013",Amazon,5,"['Glorious performance.', 'So beautiful Soothing and uplifting.', 'An absolutely glorious performance of a timeless piece.', 'If you want to inspire or delight, this is what you need']",0,"Glorious performance., ",21,,Neutral
"Glorious performance.  So beautiful Soothing and uplifting.  An absolutely glorious performance of a timeless piece.  If you want to inspire or delight, this is what you need","Reviewed in the United States on December 7, 2013",Amazon,5,"['Glorious performance.', 'So beautiful Soothing and uplifting.', 'An absolutely glorious performance of a timeless piece.', 'If you want to inspire or delight, this is what you need']",1,"So beautiful Soothing and uplifting., ",36,,Verypositive
"Glorious performance.  So beautiful Soothing and uplifting.  An absolutely glorious performance of a timeless piece.  If you want to inspire or delight, this is what you need","Reviewed in the United States on December 7, 2013",Amazon,5,"['Glorious performance.', 'So beautiful Soothing and uplifting.', 'An absolutely glorious performance of a timeless piece.', 'If you want to inspire or delight, this is what you need']",2,"An absolutely glorious performance of a timeless piece., ",55,,Positive
"Glorious performance.  So beautiful Soothing and uplifting.  An absolutely glorious performance of a timeless piece.  If you want to inspire or delight, this is what you need","Reviewed in the United States on December 7, 2013",Amazon,5,"['Glorious performance.', 'So beautiful Soothing and uplifting.', 'An absolutely glorious performance of a timeless piece.', 'If you want to inspire or delight, this is what you need']",3,"If you want to inspire or delight, this is what you need, ",56,,Negative
"The most lyrical version recorded.  The voices are beautifully lyrical, balanced.  The music is tonally brilliant.  My extreme preferance of all recordings of this opera. ","Reviewed in the United States on March 15, 2010",Amazon,6,"['The most lyrical version recorded.', 'The voices are beautifully lyrical, balanced.', 'The music is tonally brilliant.', 'My extreme preferance of all recordings of this opera.']",0,"The most lyrical version recorded., ",34,,Positive
"The most lyrical version recorded.  The voices are beautifully lyrical, balanced.  The music is tonally brilliant.  My extreme preferance of all recordings of this opera. ","Reviewed in the United States on March 15, 2010",Amazon,6,"['The most lyrical version recorded.', 'The voices are beautifully lyrical, balanced.', 'The music is tonally brilliant.', 'My extreme preferance of all recordings of this opera.']",1,"The voices are beautifully lyrical, balanced., ",45,,Verypositive
"The most lyrical version recorded.  The voices are beautifully lyrical, balanced.  The music is tonally brilliant.  My extreme preferance of all recordings of this opera. ","Reviewed in the United States on March 15, 2010",Amazon,6,"['The most lyrical version recorded.', 'The voices are beautifully lyrical, balanced.', 'The music is tonally brilliant.', 'My extreme preferance of all recordings of this opera.']",2,"The music is tonally brilliant., ",31,,Verypositive
"The most lyrical version recorded.  The voices are beautifully lyrical, balanced.  The music is tonally brilliant.  My extreme preferance of all recordings of this opera. ","Reviewed in the United States on March 15, 2010",Amazon,6,"['The most lyrical version recorded.', 'The voices are beautifully lyrical, balanced.', 'The music is tonally brilliant.', 'My extreme preferance of all recordings of this opera.']",3,"My extreme preferance of all recordings of this opera., ",54,,Negative
Three Stars.  Not what I expected. ,"Reviewed in the United States on March 16, 2017",Amazon,7,"['Three Stars.', 'Not what I expected.']",0,"Three Stars., ",12,,Neutral
Three Stars.  Not what I expected. ,"Reviewed in the United States on March 16, 2017",Amazon,7,"['Three Stars.', 'Not what I expected.']",1,"Not what I expected., ",20,,Negative
Three Stars.  Just okay. ,"Reviewed in the United States on May 11, 2015",Amazon,8,"['Three Stars.', 'Just okay.']",0,"Three Stars., ",12,,Neutral
Three Stars.  Just okay. ,"Reviewed in the United States on May 11, 2015",Amazon,8,"['Three Stars.', 'Just okay.']",1,"Just okay., ",10,,Positive
"A masterpiece.  As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.  Little did I realize the other enchanting songs I would hear.  Tracks 4 and 7 also send shivers down my spine, quite literally.  The soprano is beautiful, if odd to the ear at first.  The rest of the work leaves little to be desired, as well.  If you can appreciate the beauty in opera, you should by this CD. ","Reviewed in the United States on July 17, 2001",Amazon,9,"['A masterpiece.', 'As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.', 'Little did I realize the other enchanting songs I would hear.', 'Tracks 4 and 7 also send shivers down my spine, quite literally.', 'The soprano is beautiful, if odd to the ear at first.', 'The rest of the work leaves little to be desired, as well.', 'If you can appreciate the beauty in opera, you should by this CD.']",0,"A masterpiece., ",14,,Neutral
"A masterpiece.  As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.  Little did I realize the other enchanting songs I would hear.  Tracks 4 and 7 also send shivers down my spine, quite literally.  The soprano is beautiful, if odd to the ear at first.  The rest of the work leaves little to be desired, as well.  If you can appreciate the beauty in opera, you should by this CD. ","Reviewed in the United States on July 17, 2001",Amazon,9,"['A masterpiece.', 'As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.', 'Little did I realize the other enchanting songs I would hear.', 'Tracks 4 and 7 also send shivers down my spine, quite literally.', 'The soprano is beautiful, if odd to the ear at first.', 'The rest of the work leaves little to be desired, as well.', 'If you can appreciate the beauty in opera, you should by this CD.']",1,"As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track  in mp form in my computer., ",152,,Negative
"A masterpiece.  As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.  Little did I realize the other enchanting songs I would hear.  Tracks 4 and 7 also send shivers down my spine, quite literally.  The soprano is beautiful, if odd to the ear at first.  The rest of the work leaves little to be desired, as well.  If you can appreciate the beauty in opera, you should by this CD. ","Reviewed in the United States on July 17, 2001",Amazon,9,"['A masterpiece.', 'As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.', 'Little did I realize the other enchanting songs I would hear.', 'Tracks 4 and 7 also send shivers down my spine, quite literally.', 'The soprano is beautiful, if odd to the ear at first.', 'The rest of the work leaves little to be desired, as well.', 'If you can appreciate the beauty in opera, you should by this CD.']",2,"Little did I realize the other enchanting songs I would hear., ",61,,Negative
"A masterpiece.  As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.  Little did I realize the other enchanting songs I would hear.  Tracks 4 and 7 also send shivers down my spine, quite literally.  The soprano is beautiful, if odd to the ear at first.  The rest of the work leaves little to be desired, as well.  If you can appreciate the beauty in opera, you should by this CD. ","Reviewed in the United States on July 17, 2001",Amazon,9,"['A masterpiece.', 'As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.', 'Little did I realize the other enchanting songs I would hear.', 'Tracks 4 and 7 also send shivers down my spine, quite literally.', 'The soprano is beautiful, if odd to the ear at first.', 'The rest of the work leaves little to be desired, as well.', 'If you can appreciate the beauty in opera, you should by this CD.']",3,"Tracks  and  also send shivers down my spine, quite literally., ",64,,Negative
"A masterpiece.  As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.  Little did I realize the other enchanting songs I would hear.  Tracks 4 and 7 also send shivers down my spine, quite literally.  The soprano is beautiful, if odd to the ear at first.  The rest of the work leaves little to be desired, as well.  If you can appreciate the beauty in opera, you should by this CD. ","Reviewed in the United States on July 17, 2001",Amazon,9,"['A masterpiece.', 'As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.', 'Little did I realize the other enchanting songs I would hear.', 'Tracks 4 and 7 also send shivers down my spine, quite literally.', 'The soprano is beautiful, if odd to the ear at first.', 'The rest of the work leaves little to be desired, as well.', 'If you can appreciate the beauty in opera, you should by this CD.']",4,"The soprano is beautiful, if odd to the ear at first., ",53,,Positive
"A masterpiece.  As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.  Little did I realize the other enchanting songs I would hear.  Tracks 4 and 7 also send shivers down my spine, quite literally.  The soprano is beautiful, if odd to the ear at first.  The rest of the work leaves little to be desired, as well.  If you can appreciate the beauty in opera, you should by this CD. ","Reviewed in the United States on July 17, 2001",Amazon,9,"['A masterpiece.', 'As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.', 'Little did I realize the other enchanting songs I would hear.', 'Tracks 4 and 7 also send shivers down my spine, quite literally.', 'The soprano is beautiful, if odd to the ear at first.', 'The rest of the work leaves little to be desired, as well.', 'If you can appreciate the beauty in opera, you should by this CD.']",5,"The rest of the work leaves little to be desired, as well., ",58,,Negative
"A masterpiece.  As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.  Little did I realize the other enchanting songs I would hear.  Tracks 4 and 7 also send shivers down my spine, quite literally.  The soprano is beautiful, if odd to the ear at first.  The rest of the work leaves little to be desired, as well.  If you can appreciate the beauty in opera, you should by this CD. ","Reviewed in the United States on July 17, 2001",Amazon,9,"['A masterpiece.', 'As someone in the process of building an operatic collection, I purchased this CD after listening to the Flower Song Track 2 in mp3 form in my computer.', 'Little did I realize the other enchanting songs I would hear.', 'Tracks 4 and 7 also send shivers down my spine, quite literally.', 'The soprano is beautiful, if odd to the ear at first.', 'The rest of the work leaves little to be desired, as well.', 'If you can appreciate the beauty in opera, you should by this CD.']",6,"If you can appreciate the beauty in opera, you should by this CD., ",65,,Neutral
"A gorgeous performance of a most delightful opera.  I first heard the flower duet of this opera with which is among the most beautiful works I've ever heard, and the bell song is also impressive.  takes it faster than Sutherland, and, although I'm a huge Sutherland fan, has a voice more appropriate for the role and sings comfortably in french, whereas Sutherland is more of an italianate performer.  So for the soprano's performance alone, has an edge over other recordings the third I know of, besides Sutherland's and Mesple's recordings of the opera, is one with Robin, but that recording is somewhat dated--1952 I believe.  If highlights doesn't do it for you, go for the full version I found that at CD now, and I go with it since I wanted the whole opera, but it's almost 3 times more expensive, so it really just depends how enthusiastic about this opera you are.  All in all, this is a performance you won't be upset with as for the rest of the cast, the Sutherland set is superior in my opinion, but the one with is competent enough unless, of course, you are tone-deaf.  :","Reviewed in the United States on December 10, 2001",Amazon,10,"['A gorgeous performance of a most delightful opera.', ""I first heard the flower duet of this opera with which is among the most beautiful works I've ever heard, and the bell song is also impressive."", ""takes it faster than Sutherland, and, although I'm a huge Sutherland fan, has a voice more appropriate for the role and sings comfortably in french, whereas Sutherland is more of an italianate performer."", ""So for the soprano's performance alone, has an edge over other recordings the third I know of, besides Sutherland's and Mesple's recordings of the opera, is one with Robin, but that recording is somewhat dated--1952 I believe."", ""If highlights doesn't do it for you, go for the full version I found that at CD now, and I go with it since I wanted the whole opera, but it's almost 3 times more expensive, so it really just depends how enthusiastic about this opera you are."", ""All in all, this is a performance you won't be upset with as for the rest of the cast, the Sutherland set is superior in my opinion, but the one with is competent enough unless, of course, you are tone-deaf."", ':']",0,"A gorgeous performance of a most delightful opera., ",50,,Positive
