review,date,source,review_id,sentences,sentence_id,sentence,sent_len,emoji_desc
"Sent Wrong Product.  This seller must have looked very quickly at our order as they sent us a product for an entirely different type of coffee machine.  Even it had the right type, they sent a different quantity much less than we ordered.  I noted they have good ratings overall, but not from us. Our order was obviously not read correctly nor was it double-checked before shipping.  Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life. just sloppy shipping on the seller's part and I am hoping this review will help tighten up their quality control. ","Reviewed in the United States on February 21, 2014",Amazon,4,"['Sent Wrong Product.', 'This seller must have looked very quickly at our order as they sent us a product for an entirely different type of coffee machine.', 'Even it had the right type, they sent a different quantity much less than we ordered.', 'I noted they have good ratings overall, but not from us.', 'Our order was obviously not read correctly nor was it double-checked before shipping.', 'Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life.', ""just sloppy shipping on the seller's part and I am hoping this review will help tighten up their quality control.""]",3,"I noted they have good ratings overall, but not from us., ",56,
"Sent Wrong Product.  This seller must have looked very quickly at our order as they sent us a product for an entirely different type of coffee machine.  Even it had the right type, they sent a different quantity much less than we ordered.  I noted they have good ratings overall, but not from us. Our order was obviously not read correctly nor was it double-checked before shipping.  Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life. just sloppy shipping on the seller's part and I am hoping this review will help tighten up their quality control. ","Reviewed in the United States on February 21, 2014",Amazon,4,"['Sent Wrong Product.', 'This seller must have looked very quickly at our order as they sent us a product for an entirely different type of coffee machine.', 'Even it had the right type, they sent a different quantity much less than we ordered.', 'I noted they have good ratings overall, but not from us.', 'Our order was obviously not read correctly nor was it double-checked before shipping.', 'Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life.', ""just sloppy shipping on the seller's part and I am hoping this review will help tighten up their quality control.""]",4,"Our order was obviously not read correctly nor was it doublechecked before shipping., ",85,
"Sent Wrong Product.  This seller must have looked very quickly at our order as they sent us a product for an entirely different type of coffee machine.  Even it had the right type, they sent a different quantity much less than we ordered.  I noted they have good ratings overall, but not from us. Our order was obviously not read correctly nor was it double-checked before shipping.  Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life. just sloppy shipping on the seller's part and I am hoping this review will help tighten up their quality control. ","Reviewed in the United States on February 21, 2014",Amazon,4,"['Sent Wrong Product.', 'This seller must have looked very quickly at our order as they sent us a product for an entirely different type of coffee machine.', 'Even it had the right type, they sent a different quantity much less than we ordered.', 'I noted they have good ratings overall, but not from us.', 'Our order was obviously not read correctly nor was it double-checked before shipping.', 'Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life.', ""just sloppy shipping on the seller's part and I am hoping this review will help tighten up their quality control.""]",5,"Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life., ",101,
"Sent Wrong Product.  This seller must have looked very quickly at our order as they sent us a product for an entirely different type of coffee machine.  Even it had the right type, they sent a different quantity much less than we ordered.  I noted they have good ratings overall, but not from us. Our order was obviously not read correctly nor was it double-checked before shipping.  Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life. just sloppy shipping on the seller's part and I am hoping this review will help tighten up their quality control. ","Reviewed in the United States on February 21, 2014",Amazon,4,"['Sent Wrong Product.', 'This seller must have looked very quickly at our order as they sent us a product for an entirely different type of coffee machine.', 'Even it had the right type, they sent a different quantity much less than we ordered.', 'I noted they have good ratings overall, but not from us.', 'Our order was obviously not read correctly nor was it double-checked before shipping.', 'Having to wait for a coffee order to be corrected is hardly a huge problem in the big scheme of life.', ""just sloppy shipping on the seller's part and I am hoping this review will help tighten up their quality control.""]",6,"just sloppy shipping on the sellers part and I am hoping this review will help tighten up their quality control., ",113,
"Only one cup, not 2 as pictured AND the image flakes after a month.  1st: the image on amazon gives the impression that you get 2 cups.  You don't.  But this is my fault for not reading more thoroughly before ordering.  2nd: and more importantly.  The image is coming off of the cup.  I have never washed in the dishwasher, only by hand.  I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off.  😞","Reviewed in the United States on July 30, 2019",Amazon,5,"['Only one cup, not 2 as pictured AND the image flakes after a month.', '1st: the image on amazon gives the impression that you get 2 cups.', ""You don't."", 'But this is my fault for not reading more thoroughly before ordering.', '2nd: and more importantly.', 'The image is coming off of the cup.', 'I have never washed in the dishwasher, only by hand.', ""I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off."", '😞']",0,"Only one cup, not  as pictured AND the image flakes after a month., ",67,
"Only one cup, not 2 as pictured AND the image flakes after a month.  1st: the image on amazon gives the impression that you get 2 cups.  You don't.  But this is my fault for not reading more thoroughly before ordering.  2nd: and more importantly.  The image is coming off of the cup.  I have never washed in the dishwasher, only by hand.  I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off.  😞","Reviewed in the United States on July 30, 2019",Amazon,5,"['Only one cup, not 2 as pictured AND the image flakes after a month.', '1st: the image on amazon gives the impression that you get 2 cups.', ""You don't."", 'But this is my fault for not reading more thoroughly before ordering.', '2nd: and more importantly.', 'The image is coming off of the cup.', 'I have never washed in the dishwasher, only by hand.', ""I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off."", '😞']",1,"st the image on amazon gives the impression that you get  cups., ",66,
"Only one cup, not 2 as pictured AND the image flakes after a month.  1st: the image on amazon gives the impression that you get 2 cups.  You don't.  But this is my fault for not reading more thoroughly before ordering.  2nd: and more importantly.  The image is coming off of the cup.  I have never washed in the dishwasher, only by hand.  I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off.  😞","Reviewed in the United States on July 30, 2019",Amazon,5,"['Only one cup, not 2 as pictured AND the image flakes after a month.', '1st: the image on amazon gives the impression that you get 2 cups.', ""You don't."", 'But this is my fault for not reading more thoroughly before ordering.', '2nd: and more importantly.', 'The image is coming off of the cup.', 'I have never washed in the dishwasher, only by hand.', ""I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off."", '😞']",2,"You dont., ",10,
"Only one cup, not 2 as pictured AND the image flakes after a month.  1st: the image on amazon gives the impression that you get 2 cups.  You don't.  But this is my fault for not reading more thoroughly before ordering.  2nd: and more importantly.  The image is coming off of the cup.  I have never washed in the dishwasher, only by hand.  I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off.  😞","Reviewed in the United States on July 30, 2019",Amazon,5,"['Only one cup, not 2 as pictured AND the image flakes after a month.', '1st: the image on amazon gives the impression that you get 2 cups.', ""You don't."", 'But this is my fault for not reading more thoroughly before ordering.', '2nd: and more importantly.', 'The image is coming off of the cup.', 'I have never washed in the dishwasher, only by hand.', ""I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off."", '😞']",3,"But this is my fault for not reading more thoroughly before ordering., ",69,
"Only one cup, not 2 as pictured AND the image flakes after a month.  1st: the image on amazon gives the impression that you get 2 cups.  You don't.  But this is my fault for not reading more thoroughly before ordering.  2nd: and more importantly.  The image is coming off of the cup.  I have never washed in the dishwasher, only by hand.  I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off.  😞","Reviewed in the United States on July 30, 2019",Amazon,5,"['Only one cup, not 2 as pictured AND the image flakes after a month.', '1st: the image on amazon gives the impression that you get 2 cups.', ""You don't."", 'But this is my fault for not reading more thoroughly before ordering.', '2nd: and more importantly.', 'The image is coming off of the cup.', 'I have never washed in the dishwasher, only by hand.', ""I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off."", '😞']",4,"nd and more importantly., ",26,
"Only one cup, not 2 as pictured AND the image flakes after a month.  1st: the image on amazon gives the impression that you get 2 cups.  You don't.  But this is my fault for not reading more thoroughly before ordering.  2nd: and more importantly.  The image is coming off of the cup.  I have never washed in the dishwasher, only by hand.  I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off.  😞","Reviewed in the United States on July 30, 2019",Amazon,5,"['Only one cup, not 2 as pictured AND the image flakes after a month.', '1st: the image on amazon gives the impression that you get 2 cups.', ""You don't."", 'But this is my fault for not reading more thoroughly before ordering.', '2nd: and more importantly.', 'The image is coming off of the cup.', 'I have never washed in the dishwasher, only by hand.', ""I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off."", '😞']",5,"The image is coming off of the cup., ",35,
"Only one cup, not 2 as pictured AND the image flakes after a month.  1st: the image on amazon gives the impression that you get 2 cups.  You don't.  But this is my fault for not reading more thoroughly before ordering.  2nd: and more importantly.  The image is coming off of the cup.  I have never washed in the dishwasher, only by hand.  I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off.  😞","Reviewed in the United States on July 30, 2019",Amazon,5,"['Only one cup, not 2 as pictured AND the image flakes after a month.', '1st: the image on amazon gives the impression that you get 2 cups.', ""You don't."", 'But this is my fault for not reading more thoroughly before ordering.', '2nd: and more importantly.', 'The image is coming off of the cup.', 'I have never washed in the dishwasher, only by hand.', ""I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off."", '😞']",6,"I have never washed in the dishwasher, only by hand., ",52,
"Only one cup, not 2 as pictured AND the image flakes after a month.  1st: the image on amazon gives the impression that you get 2 cups.  You don't.  But this is my fault for not reading more thoroughly before ordering.  2nd: and more importantly.  The image is coming off of the cup.  I have never washed in the dishwasher, only by hand.  I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off.  😞","Reviewed in the United States on July 30, 2019",Amazon,5,"['Only one cup, not 2 as pictured AND the image flakes after a month.', '1st: the image on amazon gives the impression that you get 2 cups.', ""You don't."", 'But this is my fault for not reading more thoroughly before ordering.', '2nd: and more importantly.', 'The image is coming off of the cup.', 'I have never washed in the dishwasher, only by hand.', ""I've had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off."", '😞']",7,"Ive had it for a little over a month I am girl laminate or whatever is used to make the image is flaking off., ",110,
Not centered.  I purchased these to replace the one given to me by my niece that I accidentally threw away.  The circle is skewed and not centered. ,"Reviewed in the United States on June 27, 2019",Amazon,6,"['Not centered.', 'I purchased these to replace the one given to me by my niece that I accidentally threw away.', 'The circle is skewed and not centered.']",0,"Not centered., ",13,
Not centered.  I purchased these to replace the one given to me by my niece that I accidentally threw away.  The circle is skewed and not centered. ,"Reviewed in the United States on June 27, 2019",Amazon,6,"['Not centered.', 'I purchased these to replace the one given to me by my niece that I accidentally threw away.', 'The circle is skewed and not centered.']",1,"I purchased these to replace the one given to me by my niece that I accidentally threw away., ",92,
Not centered.  I purchased these to replace the one given to me by my niece that I accidentally threw away.  The circle is skewed and not centered. ,"Reviewed in the United States on June 27, 2019",Amazon,6,"['Not centered.', 'I purchased these to replace the one given to me by my niece that I accidentally threw away.', 'The circle is skewed and not centered.']",2,"The circle is skewed and not centered., ",38,
"Great gift idea.  I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.  I put the cup in a box with a coffee shop gift card.  It was an affordable gift idea that was thoughtful and great.  The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.  I will be ordering again for upcoming gifts, including for my mother, work associates, and friends. ","Reviewed in the United States on December 27, 2019",Amazon,7,"['Great gift idea.', 'I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.', 'I put the cup in a box with a coffee shop gift card.', 'It was an affordable gift idea that was thoughtful and great.', 'The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.', 'I will be ordering again for upcoming gifts, including for my mother, work associates, and friends.']",0,"Great gift idea., ",16,
"Great gift idea.  I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.  I put the cup in a box with a coffee shop gift card.  It was an affordable gift idea that was thoughtful and great.  The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.  I will be ordering again for upcoming gifts, including for my mother, work associates, and friends. ","Reviewed in the United States on December 27, 2019",Amazon,7,"['Great gift idea.', 'I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.', 'I put the cup in a box with a coffee shop gift card.', 'It was an affordable gift idea that was thoughtful and great.', 'The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.', 'I will be ordering again for upcoming gifts, including for my mother, work associates, and friends.']",1,"I purchased two of these customized cups  one for my motherinlaw and one for my hairdresser  for Christmas., ",111,
"Great gift idea.  I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.  I put the cup in a box with a coffee shop gift card.  It was an affordable gift idea that was thoughtful and great.  The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.  I will be ordering again for upcoming gifts, including for my mother, work associates, and friends. ","Reviewed in the United States on December 27, 2019",Amazon,7,"['Great gift idea.', 'I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.', 'I put the cup in a box with a coffee shop gift card.', 'It was an affordable gift idea that was thoughtful and great.', 'The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.', 'I will be ordering again for upcoming gifts, including for my mother, work associates, and friends.']",2,"I put the cup in a box with a coffee shop gift card., ",52,
"Great gift idea.  I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.  I put the cup in a box with a coffee shop gift card.  It was an affordable gift idea that was thoughtful and great.  The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.  I will be ordering again for upcoming gifts, including for my mother, work associates, and friends. ","Reviewed in the United States on December 27, 2019",Amazon,7,"['Great gift idea.', 'I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.', 'I put the cup in a box with a coffee shop gift card.', 'It was an affordable gift idea that was thoughtful and great.', 'The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.', 'I will be ordering again for upcoming gifts, including for my mother, work associates, and friends.']",3,"It was an affordable gift idea that was thoughtful and great., ",61,
"Great gift idea.  I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.  I put the cup in a box with a coffee shop gift card.  It was an affordable gift idea that was thoughtful and great.  The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.  I will be ordering again for upcoming gifts, including for my mother, work associates, and friends. ","Reviewed in the United States on December 27, 2019",Amazon,7,"['Great gift idea.', 'I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.', 'I put the cup in a box with a coffee shop gift card.', 'It was an affordable gift idea that was thoughtful and great.', 'The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.', 'I will be ordering again for upcoming gifts, including for my mother, work associates, and friends.']",4,"The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it., ",138,
"Great gift idea.  I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.  I put the cup in a box with a coffee shop gift card.  It was an affordable gift idea that was thoughtful and great.  The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.  I will be ordering again for upcoming gifts, including for my mother, work associates, and friends. ","Reviewed in the United States on December 27, 2019",Amazon,7,"['Great gift idea.', 'I purchased two of these customized cups - one for my mother-in-law and one for my hairdresser - for Christmas.', 'I put the cup in a box with a coffee shop gift card.', 'It was an affordable gift idea that was thoughtful and great.', 'The recipients of the gifts both appreciated it I really liked the personalized cup and only wished that I had one with my own name on it.', 'I will be ordering again for upcoming gifts, including for my mother, work associates, and friends.']",5,"I will be ordering again for upcoming gifts, including for my mother, work associates, and friends., ",99,
"Never wrong to personalize a gift.  Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name.  I just wish you could put more characters at the bottom I had to get creative to get her name on there.  The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me.  She loves it and that's what matters.  Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.  It won't break if it's dropped.  Overall it's a great gift. ","Reviewed in the United States on January 4, 2020",Amazon,8,"['Never wrong to personalize a gift.', ""Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name."", 'I just wish you could put more characters at the bottom I had to get creative to get her name on there.', ""The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me."", ""She loves it and that's what matters."", 'Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.', ""It won't break if it's dropped."", ""Overall it's a great gift.""]",0,"Never wrong to personalize a gift., ",34,
"Never wrong to personalize a gift.  Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name.  I just wish you could put more characters at the bottom I had to get creative to get her name on there.  The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me.  She loves it and that's what matters.  Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.  It won't break if it's dropped.  Overall it's a great gift. ","Reviewed in the United States on January 4, 2020",Amazon,8,"['Never wrong to personalize a gift.', ""Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name."", 'I just wish you could put more characters at the bottom I had to get creative to get her name on there.', ""The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me."", ""She loves it and that's what matters."", 'Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.', ""It won't break if it's dropped."", ""Overall it's a great gift.""]",1,"Loved the tacon of the person I gifted it to, especially when its hard for her to find things with her full name., ",114,
"Never wrong to personalize a gift.  Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name.  I just wish you could put more characters at the bottom I had to get creative to get her name on there.  The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me.  She loves it and that's what matters.  Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.  It won't break if it's dropped.  Overall it's a great gift. ","Reviewed in the United States on January 4, 2020",Amazon,8,"['Never wrong to personalize a gift.', ""Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name."", 'I just wish you could put more characters at the bottom I had to get creative to get her name on there.', ""The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me."", ""She loves it and that's what matters."", 'Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.', ""It won't break if it's dropped."", ""Overall it's a great gift.""]",2,"I just wish you could put more characters at the bottom I had to get creative to get her name on there., ",103,
"Never wrong to personalize a gift.  Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name.  I just wish you could put more characters at the bottom I had to get creative to get her name on there.  The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me.  She loves it and that's what matters.  Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.  It won't break if it's dropped.  Overall it's a great gift. ","Reviewed in the United States on January 4, 2020",Amazon,8,"['Never wrong to personalize a gift.', ""Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name."", 'I just wish you could put more characters at the bottom I had to get creative to get her name on there.', ""The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me."", ""She loves it and that's what matters."", 'Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.', ""It won't break if it's dropped."", ""Overall it's a great gift.""]",3,"The other downfall is that it wasnt quite aligned in the center, but that is just me perfectionist view, but she didnt notice or at least didnt mention it, so thats OK with me., ",180,
"Never wrong to personalize a gift.  Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name.  I just wish you could put more characters at the bottom I had to get creative to get her name on there.  The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me.  She loves it and that's what matters.  Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.  It won't break if it's dropped.  Overall it's a great gift. ","Reviewed in the United States on January 4, 2020",Amazon,8,"['Never wrong to personalize a gift.', ""Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name."", 'I just wish you could put more characters at the bottom I had to get creative to get her name on there.', ""The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me."", ""She loves it and that's what matters."", 'Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.', ""It won't break if it's dropped."", ""Overall it's a great gift.""]",4,"She loves it and thats what matters., ",37,
"Never wrong to personalize a gift.  Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name.  I just wish you could put more characters at the bottom I had to get creative to get her name on there.  The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me.  She loves it and that's what matters.  Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.  It won't break if it's dropped.  Overall it's a great gift. ","Reviewed in the United States on January 4, 2020",Amazon,8,"['Never wrong to personalize a gift.', ""Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name."", 'I just wish you could put more characters at the bottom I had to get creative to get her name on there.', ""The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me."", ""She loves it and that's what matters."", 'Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.', ""It won't break if it's dropped."", ""Overall it's a great gift.""]",5,"Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus., ",109,
"Never wrong to personalize a gift.  Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name.  I just wish you could put more characters at the bottom I had to get creative to get her name on there.  The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me.  She loves it and that's what matters.  Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.  It won't break if it's dropped.  Overall it's a great gift. ","Reviewed in the United States on January 4, 2020",Amazon,8,"['Never wrong to personalize a gift.', ""Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name."", 'I just wish you could put more characters at the bottom I had to get creative to get her name on there.', ""The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me."", ""She loves it and that's what matters."", 'Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.', ""It won't break if it's dropped."", ""Overall it's a great gift.""]",6,"It wont break if its dropped., ",31,
"Never wrong to personalize a gift.  Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name.  I just wish you could put more characters at the bottom I had to get creative to get her name on there.  The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me.  She loves it and that's what matters.  Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.  It won't break if it's dropped.  Overall it's a great gift. ","Reviewed in the United States on January 4, 2020",Amazon,8,"['Never wrong to personalize a gift.', ""Loved the tacon of the person I gifted it to, especially when it's hard for her to find things with her full name."", 'I just wish you could put more characters at the bottom I had to get creative to get her name on there.', ""The other downfall is that it wasn't quite aligned in the center, but that is just me perfectionist view, but she didn't notice or at least didn't mention it, so that's OK with me."", ""She loves it and that's what matters."", 'Just know, the cup is hard plastic I thought it was ceramic when I purchased it, but that is actually a plus.', ""It won't break if it's dropped."", ""Overall it's a great gift.""]",7,"Overall its a great gift., ",26,
GET THESE.  I love the names on them and the girls can each have one of their own and there is no fighting over who belongs to who Super value for the money. ,"Reviewed in the United States on August 31, 2019",Amazon,9,"['GET THESE.', 'I love the names on them and the girls can each have one of their own and there is no fighting over who belongs to who Super value for the money.']",0,"GET THESE., ",10,
GET THESE.  I love the names on them and the girls can each have one of their own and there is no fighting over who belongs to who Super value for the money. ,"Reviewed in the United States on August 31, 2019",Amazon,9,"['GET THESE.', 'I love the names on them and the girls can each have one of their own and there is no fighting over who belongs to who Super value for the money.']",1,"I love the names on them and the girls can each have one of their own and there is no fighting over who belongs to who Super value for the money., ",145,
