review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len,relation_word,emotion_keyword,theme_groups,emotion_groups
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",0,know lot people like,46,Neutral,['people'],people,0,people,people,6,like,like,Consumer,delighted
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,0,advance,advance,7,,,,
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,1,development,development,11,,,,
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,2,growth,growth,6,,,,
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,3,help,help,4,,,Consumer,
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,4,leaders,leader,6,raise,raise,,hopeful
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,5,manager,manager,7,show,show,Consumer,
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,6,pathway,pathway,7,show,show,,
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,7,resources,resource,8,show,show,Consumer,
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,8,store,store,5,,,Packaging/Delivery,
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,9,story,story,5,use,use,,hopeful
"I know there are a lot of people like me out .  can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders",2020-02-04 22:30:08,Twitter,59,"['I know there are a lot of people like me out .', 'can use my story and store resources , show them the pathway forward help advance their growth development is driven to his visibility as manager raise up other leaders']",1,use story store resources show pathway forward help advance growth development driven visibility manager raise leaders,168,Negative,"['advance', 'development', 'growth', 'help', 'leaders', 'manager', 'pathway', 'resources', 'store', 'story', 'visibility']",advance|development|growth|help|leaders|manager|pathway|resources|store|story|visibility,10,visibility,visibility,10,,,,
=======
"Because we could all use a dose of pawsitivity .  on IG Toco minipoodletoco , ollie. the. goodboy",2020-04-24 21:45:12,Twitter,1,"['Because we could all use a dose of pawsitivity .', 'on IG Toco minipoodletoco , ollie.', 'the.', 'goodboy']",0,could use dose pawsitivity,48,Neutral,"['dose', 'pawsitivity']",dose|pawsitivity,0,dose,dose,4,,,,
"Because we could all use a dose of pawsitivity .  on IG Toco minipoodletoco , ollie. the. goodboy",2020-04-24 21:45:12,Twitter,1,"['Because we could all use a dose of pawsitivity .', 'on IG Toco minipoodletoco , ollie.', 'the.', 'goodboy']",0,could use dose pawsitivity,48,Neutral,"['dose', 'pawsitivity']",dose|pawsitivity,1,pawsitivity,pawsitivity,11,use,use,,hopeful
"Because we could all use a dose of pawsitivity .  on IG Toco minipoodletoco , ollie. the. goodboy",2020-04-24 21:45:12,Twitter,1,"['Because we could all use a dose of pawsitivity .', 'on IG Toco minipoodletoco , ollie.', 'the.', 'goodboy']",1,minipoodletoco ollie,34,Negative,"['minipoodletoco', 'ollie']",minipoodletoco|ollie,0,minipoodletoco,minipoodletoco,14,,,,
"Because we could all use a dose of pawsitivity .  on IG Toco minipoodletoco , ollie. the. goodboy",2020-04-24 21:45:12,Twitter,1,"['Because we could all use a dose of pawsitivity .', 'on IG Toco minipoodletoco , ollie.', 'the.', 'goodboy']",1,minipoodletoco ollie,34,Negative,"['minipoodletoco', 'ollie']",minipoodletoco|ollie,1,ollie,ollie,5,,,,
"Because we could all use a dose of pawsitivity .  on IG Toco minipoodletoco , ollie. the. goodboy",2020-04-24 21:45:12,Twitter,1,"['Because we could all use a dose of pawsitivity .', 'on IG Toco minipoodletoco , ollie.', 'the.', 'goodboy']",3,goodboy,7,Neutral,['goodboy'],goodboy,0,goodboy,goodboy,7,,,,
"Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians",2020-04-23 19:29:09,Twitter,2,"['Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians']",0,photos akilahandthebeee instagram christyann stvimresidency mercymusicians,126,Negative,"['akilahandthebeee', 'instagram', 'mercymusicians', 'photos', 'stvimresidency']",akilahandthebeee|instagram|mercymusicians|photos|stvimresidency,0,akilahandthebeee,akilahandthebeee,16,,,,
"Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians",2020-04-23 19:29:09,Twitter,2,"['Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians']",0,photos akilahandthebeee instagram christyann stvimresidency mercymusicians,126,Negative,"['akilahandthebeee', 'instagram', 'mercymusicians', 'photos', 'stvimresidency']",akilahandthebeee|instagram|mercymusicians|photos|stvimresidency,1,instagram,instagram,9,,,,
"Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians",2020-04-23 19:29:09,Twitter,2,"['Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians']",0,photos akilahandthebeee instagram christyann stvimresidency mercymusicians,126,Negative,"['akilahandthebeee', 'instagram', 'mercymusicians', 'photos', 'stvimresidency']",akilahandthebeee|instagram|mercymusicians|photos|stvimresidency,2,mercymusicians,mercymusicians,14,,,,
"Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians",2020-04-23 19:29:09,Twitter,2,"['Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians']",0,photos akilahandthebeee instagram christyann stvimresidency mercymusicians,126,Negative,"['akilahandthebeee', 'instagram', 'mercymusicians', 'photos', 'stvimresidency']",akilahandthebeee|instagram|mercymusicians|photos|stvimresidency,3,photos,photo,5,,,,
"Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians",2020-04-23 19:29:09,Twitter,2,"['Photos LR Facebook , akilahandthebeee Instagram christyann20 stvimresidency morganferguson lscarolinas ninerz86 mercymusicians']",0,photos akilahandthebeee instagram christyann stvimresidency mercymusicians,126,Negative,"['akilahandthebeee', 'instagram', 'mercymusicians', 'photos', 'stvimresidency']",akilahandthebeee|instagram|mercymusicians|photos|stvimresidency,4,stvimresidency,stvimresidency,14,,,,
"To all the healthcare workers and first responders , you are not alone .  As serve your communities were proud to with 1 million free cups of coffee counting Thank for do",2020-04-23 19:29:09,Twitter,3,"['To all the healthcare workers and first responders , you are not alone .', 'As serve your communities were proud to with 1 million free cups of coffee counting Thank for do']",0,healthcare workers first responders alone,72,Positive,"['healthcare', 'responders', 'workers']",healthcare|responders|workers,0,healthcare,healthcare,10,,,Health,
"To all the healthcare workers and first responders , you are not alone .  As serve your communities were proud to with 1 million free cups of coffee counting Thank for do",2020-04-23 19:29:09,Twitter,3,"['To all the healthcare workers and first responders , you are not alone .', 'As serve your communities were proud to with 1 million free cups of coffee counting Thank for do']",0,healthcare workers first responders alone,72,Positive,"['healthcare', 'responders', 'workers']",healthcare|responders|workers,1,responders,responder,9,,,,
"To all the healthcare workers and first responders , you are not alone .  As serve your communities were proud to with 1 million free cups of coffee counting Thank for do",2020-04-23 19:29:09,Twitter,3,"['To all the healthcare workers and first responders , you are not alone .', 'As serve your communities were proud to with 1 million free cups of coffee counting Thank for do']",0,healthcare workers first responders alone,72,Positive,"['healthcare', 'responders', 'workers']",healthcare|responders|workers,2,workers,worker,6,alone,alone,Consumer,sad
"To all the healthcare workers and first responders , you are not alone .  As serve your communities were proud to with 1 million free cups of coffee counting Thank for do",2020-04-23 19:29:09,Twitter,3,"['To all the healthcare workers and first responders , you are not alone .', 'As serve your communities were proud to with 1 million free cups of coffee counting Thank for do']",1,serve communities proud million free cups coffee counting thank,96,Positive,"['coffee', 'communities', 'cups', 'thank']",coffee|communities|cups|thank,0,coffee,coffee,6,serve,serve,,neutral
"To all the healthcare workers and first responders , you are not alone .  As serve your communities were proud to with 1 million free cups of coffee counting Thank for do",2020-04-23 19:29:09,Twitter,3,"['To all the healthcare workers and first responders , you are not alone .', 'As serve your communities were proud to with 1 million free cups of coffee counting Thank for do']",1,serve communities proud million free cups coffee counting thank,96,Positive,"['coffee', 'communities', 'cups', 'thank']",coffee|communities|cups|thank,1,communities,community,9,serve,serve,Consumer,neutral
"To all the healthcare workers and first responders , you are not alone .  As serve your communities were proud to with 1 million free cups of coffee counting Thank for do",2020-04-23 19:29:09,Twitter,3,"['To all the healthcare workers and first responders , you are not alone .', 'As serve your communities were proud to with 1 million free cups of coffee counting Thank for do']",1,serve communities proud million free cups coffee counting thank,96,Positive,"['coffee', 'communities', 'cups', 'thank']",coffee|communities|cups|thank,2,cups,cup,3,,,,
"To all the healthcare workers and first responders , you are not alone .  As serve your communities were proud to with 1 million free cups of coffee counting Thank for do",2020-04-23 19:29:09,Twitter,3,"['To all the healthcare workers and first responders , you are not alone .', 'As serve your communities were proud to with 1 million free cups of coffee counting Thank for do']",1,serve communities proud million free cups coffee counting thank,96,Positive,"['coffee', 'communities', 'cups', 'thank']",coffee|communities|cups|thank,3,thank,thank,5,counting,counting,,
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",0,opened ensure future coffee,50,Neutral,['coffee'],coffee,0,coffee,coffee,6,ensure,ensure,,
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",1,scientists farmers discovered grow twice crop using less power water sharing research farms around world together especially,168,Negative,"['crop', 'farmers', 'farms', 'power', 'research', 'scientists', 'water', 'world']",crop|farmers|farms|power|research|scientists|water|world,0,crop,crop,4,grow,grow,,happy
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",1,scientists farmers discovered grow twice crop using less power water sharing research farms around world together especially,168,Negative,"['crop', 'farmers', 'farms', 'power', 'research', 'scientists', 'water', 'world']",crop|farmers|farms|power|research|scientists|water|world,1,farmers,farmer,6,discovered,discovered,Consumer,
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",1,scientists farmers discovered grow twice crop using less power water sharing research farms around world together especially,168,Negative,"['crop', 'farmers', 'farms', 'power', 'research', 'scientists', 'water', 'world']",crop|farmers|farms|power|research|scientists|water|world,2,farms,farm,4,sharing,sharing,Place,
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",1,scientists farmers discovered grow twice crop using less power water sharing research farms around world together especially,168,Negative,"['crop', 'farmers', 'farms', 'power', 'research', 'scientists', 'water', 'world']",crop|farmers|farms|power|research|scientists|water|world,3,power,power,5,,,,
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",1,scientists farmers discovered grow twice crop using less power water sharing research farms around world together especially,168,Negative,"['crop', 'farmers', 'farms', 'power', 'research', 'scientists', 'water', 'world']",crop|farmers|farms|power|research|scientists|water|world,4,research,research,8,,,,
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",1,scientists farmers discovered grow twice crop using less power water sharing research farms around world together especially,168,Negative,"['crop', 'farmers', 'farms', 'power', 'research', 'scientists', 'water', 'world']",crop|farmers|farms|power|research|scientists|water|world,5,scientists,scientist,9,discovered,discovered,,
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",1,scientists farmers discovered grow twice crop using less power water sharing research farms around world together especially,168,Negative,"['crop', 'farmers', 'farms', 'power', 'research', 'scientists', 'water', 'world']",crop|farmers|farms|power|research|scientists|water|world,6,water,water,5,using,using,Customization,neutral
"We opened to ensure the future of coffee for all .  There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on",2020-04-22 19:31:47,Twitter,4,"['We opened to ensure the future of coffee for all .', 'There , scientists and farmers discovered how grow twice crop using less power water are sharing that research with farms around world Were in it together especially on']",1,scientists farmers discovered grow twice crop using less power water sharing research farms around world together especially,168,Negative,"['crop', 'farmers', 'farms', 'power', 'research', 'scientists', 'water', 'world']",crop|farmers|farms|power|research|scientists|water|world,7,world,world,5,sharing,sharing,Consumer,
"Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .  Tap",2020-04-21 19:28:38,Twitter,5,"['Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .', 'Tap']",0,making pourover highlights finer flavors coffee also way slow focus single soothing task,143,Negative,"['coffee', 'flavors', 'focus', 'highlights', 'pourover', 'task']",coffee|flavors|focus|highlights|pourover|task,0,coffee,coffee,6,making,making,,neutral
"Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .  Tap",2020-04-21 19:28:38,Twitter,5,"['Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .', 'Tap']",0,making pourover highlights finer flavors coffee also way slow focus single soothing task,143,Negative,"['coffee', 'flavors', 'focus', 'highlights', 'pourover', 'task']",coffee|flavors|focus|highlights|pourover|task,1,flavors,flavor,6,,,Taste,
"Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .  Tap",2020-04-21 19:28:38,Twitter,5,"['Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .', 'Tap']",0,making pourover highlights finer flavors coffee also way slow focus single soothing task,143,Negative,"['coffee', 'flavors', 'focus', 'highlights', 'pourover', 'task']",coffee|flavors|focus|highlights|pourover|task,2,focus,focus,5,slow,slow,,
"Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .  Tap",2020-04-21 19:28:38,Twitter,5,"['Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .', 'Tap']",0,making pourover highlights finer flavors coffee also way slow focus single soothing task,143,Negative,"['coffee', 'flavors', 'focus', 'highlights', 'pourover', 'task']",coffee|flavors|focus|highlights|pourover|task,3,highlights,highlight,9,making,making,,neutral
"Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .  Tap",2020-04-21 19:28:38,Twitter,5,"['Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .', 'Tap']",0,making pourover highlights finer flavors coffee also way slow focus single soothing task,143,Negative,"['coffee', 'flavors', 'focus', 'highlights', 'pourover', 'task']",coffee|flavors|focus|highlights|pourover|task,4,pourover,pourover,8,,,,
"Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .  Tap",2020-04-21 19:28:38,Twitter,5,"['Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .', 'Tap']",0,making pourover highlights finer flavors coffee also way slow focus single soothing task,143,Negative,"['coffee', 'flavors', 'focus', 'highlights', 'pourover', 'task']",coffee|flavors|focus|highlights|pourover|task,5,task,task,4,,,,
"Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .  Tap",2020-04-21 19:28:38,Twitter,5,"['Making yourself a pourover not only highlights the finer flavors of your coffee , its also way to slow down and focus on single soothing task .', 'Tap']",1,tap,3,Neutral,['tap'],tap,0,tap,tap,3,,,,
"A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .  Its also easier than you think Tap",2020-04-21 19:26:33,Twitter,6,"['A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .', 'Its also easier than you think Tap']",0,coffee press may seem intimidating done right one best ways experience full flavor,111,Positive,"['coffee', 'flavor', 'press', 'ways']",coffee|flavor|press|ways,0,coffee,coffee,6,,,,
"A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .  Its also easier than you think Tap",2020-04-21 19:26:33,Twitter,6,"['A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .', 'Its also easier than you think Tap']",0,coffee press may seem intimidating done right one best ways experience full flavor,111,Positive,"['coffee', 'flavor', 'press', 'ways']",coffee|flavor|press|ways,1,flavor,flavor,6,experience,experience,Taste,neutral
"A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .  Its also easier than you think Tap",2020-04-21 19:26:33,Twitter,6,"['A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .', 'Its also easier than you think Tap']",0,coffee press may seem intimidating done right one best ways experience full flavor,111,Positive,"['coffee', 'flavor', 'press', 'ways']",coffee|flavor|press|ways,2,press,press,5,seem,seem,Social_Chat,neutral
"A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .  Its also easier than you think Tap",2020-04-21 19:26:33,Twitter,6,"['A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .', 'Its also easier than you think Tap']",0,coffee press may seem intimidating done right one best ways experience full flavor,111,Positive,"['coffee', 'flavor', 'press', 'ways']",coffee|flavor|press|ways,3,ways,way,3,done,done,Setting,
"A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .  Its also easier than you think Tap",2020-04-21 19:26:33,Twitter,6,"['A coffee press may seem intimidating , but done right its one of the best ways to experience full flavor your .', 'Its also easier than you think Tap']",1,also easier think tap,34,Neutral,['tap'],tap,0,tap,tap,3,think,think,,excited
"Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .  Tap",2020-04-21 19:24:45,Twitter,7,"['Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .', 'Tap']",0,youve likely making coffee athome brewer years adjustments take morning cup good great,129,Positive,"['adjustments', 'brewer', 'coffee', 'morning', 'years']",adjustments|brewer|coffee|morning|years,0,adjustments,adjustment,10,making,making,,neutral
"Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .  Tap",2020-04-21 19:24:45,Twitter,7,"['Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .', 'Tap']",0,youve likely making coffee athome brewer years adjustments take morning cup good great,129,Positive,"['adjustments', 'brewer', 'coffee', 'morning', 'years']",adjustments|brewer|coffee|morning|years,1,brewer,brewer,6,,,Brand,
"Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .  Tap",2020-04-21 19:24:45,Twitter,7,"['Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .', 'Tap']",0,youve likely making coffee athome brewer years adjustments take morning cup good great,129,Positive,"['adjustments', 'brewer', 'coffee', 'morning', 'years']",adjustments|brewer|coffee|morning|years,2,coffee,coffee,6,making,making,,neutral
"Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .  Tap",2020-04-21 19:24:45,Twitter,7,"['Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .', 'Tap']",0,youve likely making coffee athome brewer years adjustments take morning cup good great,129,Positive,"['adjustments', 'brewer', 'coffee', 'morning', 'years']",adjustments|brewer|coffee|morning|years,3,morning,morning,7,,,Setting,
"Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .  Tap",2020-04-21 19:24:45,Twitter,7,"['Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .', 'Tap']",0,youve likely making coffee athome brewer years adjustments take morning cup good great,129,Positive,"['adjustments', 'brewer', 'coffee', 'morning', 'years']",adjustments|brewer|coffee|morning|years,4,years,year,4,athome,athome,Setting,
"Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .  Tap",2020-04-21 19:24:45,Twitter,7,"['Youve likely been making coffee in your athome brewer for years , but a few adjustments can take morning cup from good to great .', 'Tap']",1,tap,3,Neutral,['tap'],tap,0,tap,tap,3,,,,
Open a window .  Call loved one Drink coffee out of your favorite mug Weve got this,2020-04-20 19:30:00,Twitter,8,"['Open a window .', 'Call loved one Drink coffee out of your favorite mug Weve got this']",0,open window,15,Neutral,['window'],window,0,window,window,6,open,open,,neutral
Open a window .  Call loved one Drink coffee out of your favorite mug Weve got this,2020-04-20 19:30:00,Twitter,8,"['Open a window .', 'Call loved one Drink coffee out of your favorite mug Weve got this']",1,call loved one coffee favorite mug weve got,66,Positive,"['call', 'coffee', 'mug']",call|coffee|mug,0,call,call,4,loved,loved,,happy
Open a window .  Call loved one Drink coffee out of your favorite mug Weve got this,2020-04-20 19:30:00,Twitter,8,"['Open a window .', 'Call loved one Drink coffee out of your favorite mug Weve got this']",1,call loved one coffee favorite mug weve got,66,Positive,"['call', 'coffee', 'mug']",call|coffee|mug,1,coffee,coffee,6,,,,
Open a window .  Call loved one Drink coffee out of your favorite mug Weve got this,2020-04-20 19:30:00,Twitter,8,"['Open a window .', 'Call loved one Drink coffee out of your favorite mug Weve got this']",1,call loved one coffee favorite mug weve got,66,Positive,"['call', 'coffee', 'mug']",call|coffee|mug,2,mug,mug,3,loved,loved,Utilities,happy
Whos drinking coffee at home right now Drop your selfie below,2020-04-17 19:33:51,Twitter,9,['Whos drinking coffee at home right now Drop your selfie below'],0,whos drinking coffee home right drop selfie,61,Positive,"['coffee', 'drinking', 'home', 'selfie']",coffee|drinking|home|selfie,0,coffee,coffee,6,,,,
Whos drinking coffee at home right now Drop your selfie below,2020-04-17 19:33:51,Twitter,9,['Whos drinking coffee at home right now Drop your selfie below'],0,whos drinking coffee home right drop selfie,61,Positive,"['coffee', 'drinking', 'home', 'selfie']",coffee|drinking|home|selfie,1,drinking,drinking,8,,,Preparation/Consumption,
